기준월,년,월,콘텐츠구분,서비스 형태,프로그램 제목,프로그램 코드,매출,KBS저작권료,외부저작권료
2025-01-01,2025,1,KBS,VOD,오 마이 비너스,T2015-0607,560523,482050,0
2025-01-01,2025,1,KBS,VOD,일일드라마 미스 몬테크리스토,T2020-1631,334942,288050,0
2025-01-01,2025,1,KBS,VOD,굿닥터,T2013-0278,516508,444197,0
2025-01-01,2025,1,KBS,VOD,그들이 사는 세상,T2008-0628,0,0,0
2025-01-01,2025,1,KBS,VOD,공주의 남자,T2011-0323,705637,606848,0
2025-01-01,2025,1,KBS,VOD,가족끼리 왜이래,T2014-0506,698690,600873,0
2025-01-01,2025,1,KBS,VOD,오! 삼광빌라!,T2020-0370,617348,530919,0
2025-01-01,2025,1,KBS,VOD,포도밭 그 사나이,T2006-0642,587056,504868,0
2025-01-01,2025,1,KBS,VOD,무인시대,T2003-0209,934339,803532,0
2025-01-01,2025,1,KBS,VOD,일일드라마 비밀의 남자,T2020-0412,728878,626835,0
2025-01-01,2025,1,KBS,VOD,최고다 이순신,T2013-0017,651646,560416,0
2025-01-01,2025,1,KBS,VOD,미우나 고우나,T2007-0485,705583,606801,0
2025-01-01,2025,1,KBS,VOD,성균관 스캔들,T2010-0874,0,0,0
2025-01-01,2025,1,KBS,VOD,수목 드라마 슈츠,T2018-0113,0,0,0
2025-01-01,2025,1,KBS,VOD,후아유-학교 2015,T2015-0154,690659,593967,0
2025-01-01,2025,1,KBS,VOD,장희빈,T2002-0738,908962,781707,0
2025-01-01,2025,1,KBS,VOD,월계수 양복점 신사들,T2016-0409,507874,436772,0
2025-01-01,2025,1,KBS,VOD,"미안하다,사랑한다",T2004-0922,984278,846479,0
2025-01-01,2025,1,KBS,VOD,그저 바라보다가,KM2013070003,396423,340924,0
2025-01-01,2025,1,KBS,VOD,한명회,P016385,452615,389249,0
2025-01-01,2025,1,KBS,VOD,비밀,T2013-0417,811265,697688,0
2025-01-01,2025,1,KBS,VOD,달이 뜨는 강,T2021-0001,402243,0,321794
2025-01-01,2025,1,KBS,VOD,월화드라마 국민 여러분,T2018-0692,322720,156948,140222
2025-01-01,2025,1,KBS,VOD,너를기억해,T2015-0092,1143404,639163,400191
2025-01-01,2025,1,KBS,VOD,쾌걸춘향-홍자매작품,T2004-1143,443387,381313,0
2025-01-01,2025,1,KBS,VOD,소문난 칠공주,T2006-0099,707717,608637,0
2025-01-01,2025,1,KBS,VOD,해신,T2004-0134,3065682,2636487,0
2025-01-01,2025,1,KBS,VOD,수목드라마 추리의 여왕2,T2017-1190,1139672,980118,0
2025-01-01,2025,1,KBS,VOD,왕과 비,T1999-0038,464829,399753,0
2025-01-01,2025,1,KBS,VOD,뻐꾸기둥지,T2014-0237,131232,112860,0
2025-01-01,2025,1,KBS,VOD,추리의 여왕,T2017-0166,989797,851225,0
2025-01-01,2025,1,KBS,VOD,풀하우스,T2004-0496,390258,335622,0
2025-01-01,2025,1,KBS,VOD,황진이,T2006-0756,664630,571582,0
2025-01-01,2025,1,KBS,VOD,일일 드라마 이름없는 여자,T2017-0239,347349,298720,0
2025-01-01,2025,1,KBS,VOD,마녀의 법정,T2017-0742,1217997,1047477,0
2025-01-01,2025,1,KBS,VOD,매드독,T2017-0728,1886993,1622814,0
2025-01-01,2025,1,KBS,VOD,토지,T2003-0916,406531,349617,0
2025-01-01,2025,1,KBS,VOD,수목드라마 오늘의 탐정,T2018-0238,324630,279182,0
2025-01-01,2025,1,KBS,VOD,공항 가는 길,T2016-0455,534454,459630,0
2025-01-01,2025,1,KBS,VOD,천명,T2013-0098,314995,270896,0
2025-01-01,2025,1,KBS,VOD,거상 김만덕,T2010-0120,323914,278566,0
2025-01-01,2025,1,KBS,VOD,징비록,T2014-0560,448247,385492,0
2025-01-01,2025,1,KBS,VOD,파랑새는 있다,KM2013110015,931662,801229,0
2025-01-01,2025,1,KBS,VOD,수목 드라마 저스티스,T2019-0065,507039,436054,0
2025-01-01,2025,1,KBS,VOD,"수목 드라마 단, 하나의 사랑",T2019-0029,500034,430029,0
2025-01-01,2025,1,KBS,VOD,금토드라마 최고의 한방,T2017-0353,159778,0,119834
2025-01-01,2025,1,KBS,VOD,일일드라마 여자의 비밀,T2016-0419,120635,103746,0
2025-01-01,2025,1,KBS,VOD,각시탈,T2011-1061,505830,435014,0
2025-01-01,2025,1,KBS,VOD,학교 2017,T2017-0497,462561,397802,0
2025-01-01,2025,1,KBS,VOD,근초고왕,T2010-1244,988855,850415,0
2025-01-01,2025,1,KBS,VOD,제빵왕 김탁구,T2010-0501,899110,773235,0
2025-01-01,2025,1,KBS,VOD,전우,T2010-0526,728111,626175,0
2025-01-01,2025,1,KBS,VOD,월화드라마 라디오 로맨스,T2017-1189,230884,198560,0
2025-01-01,2025,1,KBS,VOD,이미테이션,T2021-0165,630774,542466,0
2025-01-01,2025,1,KBS,VOD,세상에서 제일 예쁜 내 딸,T2019-0024,428760,368734,0
2025-01-01,2025,1,KBS,VOD,월화 드라마 동네변호사 조들호2 - 죄와 벌,T2018-0662,887540,438888,377205
2025-01-01,2025,1,KBS,VOD,천추태후,T2008-0992,775134,666615,0
2025-01-01,2025,1,KBS,VOD,첫사랑,T2000-0516,300045,258039,0
2025-01-01,2025,1,KBS,VOD,일일연속극 속아도 꿈결,T2020-1626,188849,162410,0
2025-01-01,2025,1,KBS,VOD,제국의 아침,T2002-0079,389962,335367,0
2025-01-01,2025,1,KBS,VOD,발칙하게 고고,T2015-0536,283073,243443,0
2025-01-01,2025,1,KBS,VOD,멀리서 보면 푸른 봄,T2021-0247,134542,0,107634
2025-01-01,2025,1,KBS,VOD,본 어게인,T2020-0004,245791,211380,0
2025-01-01,2025,1,KBS,VOD,전우치,T2012-0717,262230,0,183561
2025-01-01,2025,1,KBS,VOD,장밋빛 인생,T2005-0492,354712,305052,0
2025-01-01,2025,1,KBS,VOD,며느리 전성시대,T2007-0403,107659,92587,0
2025-01-01,2025,1,KBS,VOD,장사의 신 - 객주 2015,T2015-0471,1279206,1100117,0
2025-01-01,2025,1,KBS,VOD,TV소설 삼생이,T2012-0829,164456,141432,0
2025-01-01,2025,1,KBS,VOD,신데렐라 언니,T2010-0141,0,0,0
2025-01-01,2025,1,KBS,VOD,대하드라마 장영실,T2015-0141,140567,120888,0
2025-01-01,2025,1,KBS,VOD,전원드라마<산 너머 남촌에는 2>,T2012-0376,483085,415453,0
2025-01-01,2025,1,KBS,VOD,가을동화,T2000-0035,733629,630921,0
2025-01-01,2025,1,KBS,VOD,달자의 봄,T2006-1053,262700,225922,0
2025-01-01,2025,1,KBS,VOD,금토드라마 최강 배달꾼,T2017-0369,621872,534810,0
2025-01-01,2025,1,KBS,VOD,공부의 신,T2009-0852,353333,303866,0
2025-01-01,2025,1,KBS,VOD,일일드라마 우아한 모녀,T2019-0241,379081,326010,0
2025-01-01,2025,1,KBS,VOD,명성황후,T2001-0184,487075,418885,0
2025-01-01,2025,1,KBS,VOD,부탁해요 엄마,T2015-0247,322394,277259,0
2025-01-01,2025,1,KBS,VOD,사랑은 뷰티풀 인생은 원더풀,T2019-0196,556372,478480,0
2025-01-01,2025,1,KBS,VOD,월화 드라마 너도 인간이니?,T2017-0653,210975,181439,0
2025-01-01,2025,1,KBS,VOD,블러드,T2014-0680,260686,224190,0
2025-01-01,2025,1,KBS,VOD,뷰티풀 마인드,T2016-0150,149624,128677,0
2025-01-01,2025,1,KBS,VOD,우리집에 사는 남자,T2016-0535,456211,392341,0
2025-01-01,2025,1,KBS,VOD,TV소설 그 여자의 바다,T2016-0922,294128,252950,0
2025-01-01,2025,1,KBS,VOD,일일드라마 천상의 약속,T2015-0769,419742,360978,0
2025-01-01,2025,1,KBS,VOD,참 좋은 시절,T2013-0764,153725,132204,0
2025-01-01,2025,1,KBS,VOD,상어,T2013-0193,1763731,1516809,0
2025-01-01,2025,1,KBS,VOD,월화 드라마 우리가 만난 기적,T2018-0138,0,0,0
2025-01-01,2025,1,KBS,VOD,안녕? 나야!,T2020-0442,107978,92861,0
2025-01-01,2025,1,KBS,VOD,경성스캔들,T2007-0288,193049,166022,0
2025-01-01,2025,1,KBS,VOD,TV소설 꽃피어라 달순아,T2017-0536,179145,154065,0
2025-01-01,2025,1,KBS,VOD,태양의 여자,T2008-0426,167633,144164,0
2025-01-01,2025,1,KBS,VOD,조선총잡이,T2014-0095,253901,218355,0
2025-01-01,2025,1,KBS,VOD,TV소설 별이 되어 빛나리,T2015-0411,273726,235404,0
2025-01-01,2025,1,KBS,VOD,다시보는 불멸의 이순신,T2014-0608,194487,167259,0
2025-01-01,2025,1,KBS,VOD,월화드라마 빅,T2012-0222,327533,281678,0
2025-01-01,2025,1,KBS,VOD,대왕의 꿈,T2011-0743,241422,207623,0
2025-01-01,2025,1,KBS,VOD,서울 1945,T2005-0665,187475,161229,0
2025-01-01,2025,1,KBS,VOD,젊은이의 양지,T2001-0995,237707,204428,0
2025-01-01,2025,1,KBS,VOD,일일연속극 누가 뭐래도,T2020-0416,185375,159423,0
2025-01-01,2025,1,KBS,VOD,그래도 푸르른 날에,T2014-0972,207792,178701,0
2025-01-01,2025,1,KBS,VOD,노란 손수건,T2003-0035,175048,150541,0
2025-01-01,2025,1,KBS,VOD,TV소설 파도야 파도야,T2018-0009,297671,255997,0
2025-01-01,2025,1,KBS,VOD,일말의 순정,T2013-0026,126466,108761,0
2025-01-01,2025,1,KBS,VOD,최강칠우,T2008-0446,0,0,0
2025-01-01,2025,1,KBS,VOD,도도솔솔라라솔,T2020-0176,163857,140917,0
2025-01-01,2025,1,KBS,VOD,야망의 전설,P011010,202213,173903,0
2025-01-01,2025,1,KBS,VOD,드라마 스페셜 화이트 크리스마스,T2010-1796,84001,72241,0
2025-01-01,2025,1,KBS,VOD,마왕,T2007-0092,648234,557481,0
2025-01-01,2025,1,KBS,VOD,서궁,I2014-0036,99765,85798,0
2025-01-01,2025,1,KBS,VOD,일일연속극 내일도 맑음,T2018-0177,260449,223986,0
2025-01-01,2025,1,KBS,VOD,포레스트,T2020-0009,197843,0,151350
2025-01-01,2025,1,KBS,VOD,종이학,T2003-0938,83719,71998,0
2025-01-01,2025,1,KBS,VOD,TV소설 순금의 땅,T2013-0563,177882,152979,0
2025-01-01,2025,1,KBS,VOD,KBS 드라마 스페셜 2020,T2020-0349,93700,80582,0
2025-01-01,2025,1,KBS,VOD,TV소설 내 마음의 꽃비,T2015-0808,261426,224826,0
2025-01-01,2025,1,KBS,VOD,내일은 사랑,P005079,88337,75970,0
2025-01-01,2025,1,KBS,VOD,TV소설 일편단심 민들레,T2014-0488,132177,113672,0
2025-01-01,2025,1,KBS,VOD,무궁화 꽃이 피었습니다,T2017-0170,182017,156535,0
2025-01-01,2025,1,KBS,VOD,백희가 돌아왔다,T2016-0386,146498,125988,0
2025-01-01,2025,1,KBS,VOD,일일드라마 끝까지 사랑,T2018-0426,133247,114592,0
2025-01-01,2025,1,KBS,VOD,수목 드라마 난폭한 로맨스,T2011-0995,95445,82083,0
2025-01-01,2025,1,KBS,VOD,일일연속극 꽃길만 걸어요,T2019-0245,196495,168986,0
2025-01-01,2025,1,KBS,VOD,부활,T2005-0187,185081,159170,0
2025-01-01,2025,1,KBS,VOD,일일 드라마 다시 첫사랑,T2016-0673,186124,160067,0
2025-01-01,2025,1,KBS,VOD,월화드라마 최고의 이혼,T2018-0479,544800,229579,277848
2025-01-01,2025,1,KBS,VOD,일일드라마 위험한 약속,T2020-0016,312920,269111,0
2025-01-01,2025,1,KBS,VOD,수목 드라마 왜그래 풍상씨,T2018-0611,145721,125320,0
2025-01-01,2025,1,KBS,VOD,영혼수선공,T2019-0480,83358,71688,0
2025-01-01,2025,1,KBS,VOD,월화 드라마 너의 노래를 들려줘,T2019-0145,237845,204547,0
2025-01-01,2025,1,KBS,VOD,미워도 사랑해,T2017-0846,108142,93002,0
2025-01-01,2025,1,KBS,VOD,일일드라마 왼손잡이 아내,T2018-0682,225202,193674,0
2025-01-01,2025,1,KBS,VOD,별난 가족,T2016-0099,116098,99844,0
2025-01-01,2025,1,KBS,VOD,동안미녀,T2011-0311,82061,70572,0
2025-01-01,2025,1,KBS,VOD,달콤한 비밀,T2014-0724,55650,47859,0
2025-01-01,2025,1,KBS,VOD,성장 드라마 반올림1,T2003-1186,0,0,0
2025-01-01,2025,1,KBS,VOD,학교2,T1999-0031,86426,74326,0
2025-01-01,2025,1,KBS,VOD,어셈블리,T2015-0325,165345,142197,0
2025-01-01,2025,1,KBS,VOD,월화 드라마 러블리 호러블리,T2018-0239,155532,133758,0
2025-01-01,2025,1,KBS,VOD,형,KM2017080018,170950,147017,0
2025-01-01,2025,1,KBS,VOD,그놈이 그놈이다,T2020-0029,180526,155252,0
2025-01-01,2025,1,KBS,VOD,저글러스,T2017-0970,155041,133335,0
2025-01-01,2025,1,KBS,VOD,왕의얼굴,T2014-0664,285825,245810,0
2025-01-01,2025,1,KBS,VOD,낭랑 18세,T2003-1411,248619,213812,0
2025-01-01,2025,1,KBS,VOD,일일 드라마 내 남자의 비밀,T2017-0634,219061,188392,0
2025-01-01,2025,1,KBS,VOD,오작교 형제들,T2011-0587,202001,173721,0
2025-01-01,2025,1,KBS,VOD,TV소설 은희,T2013-0136,299362,257451,0
2025-01-01,2025,1,KBS,VOD,투명인간 최장수,T2006-0591,90821,78106,0
2025-01-01,2025,1,KBS,VOD,학교 3,T2000-0100,80744,69440,0
2025-01-01,2025,1,KBS,VOD,일일드라마 태양의 계절,T2019-0122,138519,119126,0
2025-01-01,2025,1,KBS,VOD,란제리 소녀시대,T2017-0695,31217,26847,0
2025-01-01,2025,1,KBS,VOD,트로트의 연인,T2014-0241,54238,46645,0
2025-01-01,2025,1,KBS,VOD,일일드라마 다 잘될 거야,T2015-0429,21903,18837,0
2025-01-01,2025,1,KBS,VOD,일일드라마 인형의 집,T2018-0008,234258,201462,0
2025-01-01,2025,1,KBS,VOD,천상여자,T2013-0685,30366,26115,0
2025-01-01,2025,1,KBS,VOD,복면검사,T2015-0212,208642,179432,0
2025-01-01,2025,1,KBS,VOD,일일연속극 비켜라 운명아,T2018-0557,158773,136545,0
2025-01-01,2025,1,KBS,VOD,완벽한 아내,T2016-0923,352260,302944,0
2025-01-01,2025,1,KBS,VOD,상두야학교가자,T2003-0947,107040,92054,0
2025-01-01,2025,1,KBS,VOD,TV소설 저 하늘에 태양이,T2016-0444,157208,135199,0
2025-01-01,2025,1,KBS,VOD,학교1,P016088,61131,52573,0
2025-01-01,2025,1,KBS,VOD,내사랑 금지옥엽,T2008-0572,112263,96546,0
2025-01-01,2025,1,KBS,VOD,골든크로스,T2014-0103,431489,371081,0
2025-01-01,2025,1,KBS,VOD,별도 달도 따줄게,T2012-0325,390194,335567,0
2025-01-01,2025,1,KBS,VOD,루비반지,T2013-0413,88971,76515,0
2025-01-01,2025,1,KBS,VOD,힘내요 미스터 김,T2012-0619,99591,85648,0
2025-01-01,2025,1,KBS,VOD,부자의 탄생,T2010-0059,94734,81471,0
2025-01-01,2025,1,KBS,VOD,2018 KBS 드라마 스페셜,T2018-0348,92058,79170,0
2025-01-01,2025,1,KBS,VOD,조광조,T2003-0563,78836,67799,0
2025-01-01,2025,1,KBS,VOD,사랑은 노래를 타고,T2013-0557,68259,58703,0
2025-01-01,2025,1,KBS,VOD,출사표,T2020-0022,120231,103399,0
2025-01-01,2025,1,KBS,VOD,내일도 칸타빌레,T2014-0619,35132,0,28106
2025-01-01,2025,1,KBS,VOD,감격시대,T2013-0390,258086,0,0
2025-01-01,2025,1,KBS,VOD,아이언맨,T2014-0529,59132,50854,0
2025-01-01,2025,1,KBS,VOD,일일연속극 여름아 부탁해,T2019-0043,239853,206274,0
2025-01-01,2025,1,KBS,VOD,여름 향기,T2003-0680,205123,176406,0
2025-01-01,2025,1,KBS,VOD,월화 드라마 퍼퓸,T2019-0041,59712,35125,18869
2025-01-01,2025,1,KBS,VOD,애정의 조건,T2004-0082,87306,75083,0
2025-01-01,2025,1,KBS,VOD,우리 집 꿀단지,T2015-0610,103722,89201,0
2025-01-01,2025,1,KBS,VOD,무림학교,T2015-0652,137288,118068,0
2025-01-01,2025,1,KBS,VOD,KBS 드라마 스페셜 2019,T2019-0154,87099,74905,0
2025-01-01,2025,1,KBS,VOD,구미호 여우누이뎐,T2010-0550,88676,76261,0
2025-01-01,2025,1,KBS,VOD,다함께 차차차,T2009-0378,58025,49902,0
2025-01-01,2025,1,KBS,VOD,예쁜남자,T2013-0623,79322,68217,0
2025-01-01,2025,1,KBS,VOD,꼭지,T2000-0390,100628,86540,0
2025-01-01,2025,1,KBS,VOD,태양인 이제마,T2002-0443,107005,92024,0
2025-01-01,2025,1,KBS,VOD,일일연속극 기막힌 유산,T2020-0032,207983,178865,0
2025-01-01,2025,1,KBS,VOD,하이스쿨 러브온,T2014-0248,77058,66270,0
2025-01-01,2025,1,KBS,VOD,어서와,T2019-0412,89216,76726,0
2025-01-01,2025,1,KBS,VOD,신고합니다,P010243,154397,132781,0
2025-01-01,2025,1,KBS,VOD,파랑새의 집,T2014-0823,201959,173685,0
2025-01-01,2025,1,KBS,VOD,구미호 외전,T2004-0408,72612,62446,0
2025-01-01,2025,1,KBS,VOD,1996 전설의고향,P013548,108446,93264,0
2025-01-01,2025,1,KBS,VOD,99억의 여자,T2019-0242,58105,49970,0
2025-01-01,2025,1,KBS,VOD,결혼 못하는 남자,T2009-0286,0,0,0
2025-01-01,2025,1,KBS,VOD,빅맨,T2014-0130,113400,97524,0
2025-01-01,2025,1,KBS,VOD,총리와 나,T2013-0577,68959,59305,0
2025-01-01,2025,1,KBS,VOD,스파이,T2014-0876,83714,71994,0
2025-01-01,2025,1,KBS,VOD,오렌지마말레이드,T2015-0119,197004,169423,0
2025-01-01,2025,1,KBS,VOD,칼과 꽃,T2013-0121,70040,60234,0
2025-01-01,2025,1,KBS,VOD,매리는 외박중,T2010-1323,63146,54306,0
2025-01-01,2025,1,KBS,VOD,광고천재 이태백,T2012-0985,71723,61682,0
2025-01-01,2025,1,KBS,VOD,착하지 않은 여자들,T2014-0891,70302,60460,0
2025-01-01,2025,1,KBS,VOD,가족을 지켜라,T2015-0183,160181,137756,0
2025-01-01,2025,1,KBS,VOD,적도의 남자,T2012-0038,76223,65552,0
2025-01-01,2025,1,KBS,VOD,1997 전설의고향,P013549,95856,82436,0
2025-01-01,2025,1,KBS,VOD,사랑할때까지,P008592,24275,20877,0
2025-01-01,2025,1,KBS,VOD,지성이면 감천,T2013-0147,36363,31272,0
2025-01-01,2025,1,KBS,VOD,돌아온 뚝배기,T2008-0464,28765,24738,0
2025-01-01,2025,1,KBS,VOD,미래의 선택,T2013-0470,33396,28721,0
2025-01-01,2025,1,KBS,VOD,보디가드,T2003-0740,54954,47260,0
2025-01-01,2025,1,KBS,VOD,뮤직 드라마 - 투 제니(to. Jenny),T2018-0210,45363,39012,0
2025-01-01,2025,1,KBS,VOD,명가,T2009-0882,66311,57027,0
2025-01-01,2025,1,KBS,VOD,2014 드라마 스페셜,T2010-0022,50859,43739,0
2025-01-01,2025,1,KBS,VOD,느낌,T1999-0090,64163,55180,0
2025-01-01,2025,1,KBS,VOD,수목 드라마 죽어도 좋아,T2018-0564,44695,38438,0
2025-01-01,2025,1,KBS,VOD,맨몸의 소방관,T2016-0705,5039517,4333985,0
2025-01-01,2025,1,KBS,VOD,웨딩드레스,P012346,53754,46228,0
2025-01-01,2025,1,KBS,VOD,이 죽일놈의 사랑,T2005-0598,69402,59686,0
2025-01-01,2025,1,KBS,VOD,태양은 가득히,T2013-0752,235461,202496,0
2025-01-01,2025,1,KBS,VOD,별난 며느리,T2015-0397,39531,33997,0
2025-01-01,2025,1,KBS,VOD,울랄라 부부,T2012-0560,46995,40416,0
2025-01-01,2025,1,KBS,VOD,학교4,T2001-0944,26664,22931,0
2025-01-01,2025,1,KBS,VOD,월화 드라마 땐뽀걸즈,T2018-0510,28666,24653,0
2025-01-01,2025,1,KBS,VOD,아침일일드라마 차달래 부인의 사랑,T2018-0462,47405,40768,0
2025-01-01,2025,1,KBS,VOD,프로포즈,P015939,52455,45111,0
2025-01-01,2025,1,KBS,VOD,2017 드라마 스페셜,T2017-0366,77930,67020,0
2025-01-01,2025,1,KBS,VOD,2009 전설의 고향,T2009-0417,48481,41694,0
2025-01-01,2025,1,KBS,VOD,2016 드라마 스페셜,T2016-0363,61074,52524,0
2025-01-01,2025,1,KBS,VOD,딸부잣집,T2000-0111,75763,65156,0
2025-01-01,2025,1,KBS,VOD,오늘부터 사랑해,T2015-0140,19459,16735,0
2025-01-01,2025,1,KBS,VOD,수목 드라마 당신의 하우스 헬퍼,T2018-0237,68852,59213,0
2025-01-01,2025,1,KBS,VOD,계약우정,T2019-0506,11915,10247,0
2025-01-01,2025,1,KBS,VOD,거짓말,T2000-0303,19477,16750,0
2025-01-01,2025,1,KBS,VOD,황금사과,T2005-0736,77514,66662,0
2025-01-01,2025,1,KBS,VOD,1998 전설의 고향,P013551,51838,44581,0
2025-01-01,2025,1,KBS,VOD,꽃보다 아름다워,T2003-1217,61979,53302,0
2025-01-01,2025,1,KBS,VOD,1999 전설의고향,P000129,47035,40450,0
2025-01-01,2025,1,KBS,VOD,백설공주,T2004-0086,50412,43354,0
2025-01-01,2025,1,KBS,VOD,파파,T2000-0451,22369,19237,0
2025-01-01,2025,1,KBS,VOD,광끼,T1999-0026,43483,37395,0
2025-01-01,2025,1,KBS,VOD,러빙 유,T2002-0490,25287,21747,0
2025-01-01,2025,1,KBS,VOD,당신만이내사랑,T2014-0701,1399402,1203486,0
2025-01-01,2025,1,KBS,VOD,맨발의청춘,P006681,23966,20611,0
2025-01-01,2025,1,KBS,VOD,2008 전설의 고향,T2008-0510,41675,35841,0
2025-01-01,2025,1,KBS,VOD,맨홀-이상한 나라의 필,T2017-0499,49647,42696,0
2025-01-01,2025,1,KBS,VOD,TV소설 사랑아 사랑아,T2012-0201,35324,30379,0
2025-01-01,2025,1,KBS,VOD,영광의 재인,T2011-0731,52300,44978,0
2025-01-01,2025,1,KBS,VOD,두번째 프러포즈,T2004-0738,28286,24326,0
2025-01-01,2025,1,KBS,VOD,비단향 꽃무,T2001-0084,23858,20518,0
2025-01-01,2025,1,KBS,VOD,미니드라마 개인주의자 지영씨,T2017-0368,5439,4678,0
2025-01-01,2025,1,KBS,VOD,순수,T2000-0284,37909,32602,0
2025-01-01,2025,1,KBS,VOD,오! 필승 봉순영,T2004-0736,54889,47205,0
2025-01-01,2025,1,KBS,VOD,오 마이 금비,T2016-0661,20582,17701,0
2025-01-01,2025,1,KBS,VOD,프레지던트,T2010-1439,35610,0,0
2025-01-01,2025,1,KBS,VOD,사랑의 인사,P008542,19536,16801,0
2025-01-01,2025,1,KBS,VOD,헬로 애기씨,T2007-0073,24863,21382,0
2025-01-01,2025,1,KBS,VOD,바보같은 사랑,T2001-0260,34665,29812,0
2025-01-01,2025,1,KBS,VOD,추석특집극 옥란면옥,T2018-0506,8827,7591,0
2025-01-01,2025,1,KBS,VOD,회사 가기 싫어 2019,CA2018-0475,10619,2639,7550
2025-01-01,2025,1,KBS,VOD,사랑이 꽃피는 나무2,P008571,16073,13823,0
2025-01-01,2025,1,KBS,VOD,청소년드라마 안단테,T2017-0706,16177,0,11647
2025-01-01,2025,1,KBS,VOD,고양이는 있다,T2014-0174,14824,12749,0
2025-01-01,2025,1,KBS,VOD,마스터 - 국수의 신,T2016-0016,62912,54104,0
2025-01-01,2025,1,KBS,VOD,거침없는 사랑,T2002-0358,19997,17197,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 드라마 스페셜(짝퉁 패밀리),T2015-0033,3893,3348,0
2025-01-01,2025,1,KBS,VOD,특별기획 베이비시터,T2016-0061,10522,9049,0
2025-01-01,2025,1,KBS,VOD,컬러,P015034,7249,6234,0
2025-01-01,2025,1,KBS,VOD,북경 내사랑,T2004-0414,18822,16187,0
2025-01-01,2025,1,KBS,VOD,남자는 외로워,AG2021-0010,10139,8720,0
2025-01-01,2025,1,KBS,VOD,성난 얼굴로 돌아보라,T2000-0367,8696,7479,0
2025-01-01,2025,1,KBS,VOD,한입드라마 - 쾌도 홍길동,T2007-0888,2435,2094,0
2025-01-01,2025,1,KBS,VOD,농촌드라마 오!할매,T2015-0242,5344,4596,0
2025-01-01,2025,1,KBS,VOD,햇빛 사냥,T2002-0222,9719,8358,0
2025-01-01,2025,1,KBS,VOD,연애를 기대해,T2013-0411,2800,2408,0
2025-01-01,2025,1,KBS,VOD,간서치열전,T2015-8384,21780,18731,0
2025-01-01,2025,1,KBS,VOD,광복70주년 특집극 눈길,T2014-0803,0,0,0
2025-01-01,2025,1,KBS,VOD,한입드라마 - 풀하우스,T2004-0496,336,289,0
2025-01-01,2025,1,KBS,VOD,한입드라마 - 낭랑18세,T2003-1411,9212,7922,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 드라마 스페셜(붉은 달),T2015-0033,3887,3343,0
2025-01-01,2025,1,KBS,VOD,쿨,T2001-0342,2535,2180,0
2025-01-01,2025,1,KBS,VOD,로즈마리,T2003-1045,9883,8499,0
2025-01-01,2025,1,KBS,VOD,특집 드라마 생일 편지,T2019-0147,59609,51264,0
2025-01-01,2025,1,KBS,VOD,한입드라마 - 얼렁뚱땅 흥신소,T2007-0593,1225,1054,0
2025-01-01,2025,1,KBS,VOD,정글피쉬1,T2008-1278,1449,1246,0
2025-01-01,2025,1,KBS,VOD,웹드라마 그녀를 찾아줘,T2016-0733,400,344,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 드라마 스페셜(귀신은 뭐하나),T2015-0033,5022,4319,0
2025-01-01,2025,1,KBS,VOD,한입드라마 - 상두야 학교가자,T2003-0947,1600,1376,0
2025-01-01,2025,1,KBS,VOD,한입드라마 - 미스터 굿바이,T2006-0192,74,64,0
2025-01-01,2025,1,KBS,VOD,제주 가옥 신화 드라마 2부작 가옥신,T2021-0026,874,752,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 드라마 스페셜(노량진역에는 기차가 서지 않는다),T2015-0033,2678,2303,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 드라마 스페셜(그 형제의 여름),T2015-0033,2357,2027,0
2025-01-01,2025,1,KBS,VOD,한입드라마 - 경성스캔들,T2007-0288,965,830,0
2025-01-01,2025,1,KBS,VOD,한입드라마 - 마왕,T2007-0092,1359,1169,0
2025-01-01,2025,1,KBS,VOD,구미호 레시피,T2020-1595,1175,1011,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 드라마 스페셜(비밀),T2015-0033,3594,3091,0
2025-01-01,2025,1,KBS,VOD,한입드라마 - 강적들,T2008-0199,3360,2890,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 드라마 스페셜(라이브 쇼크),T2015-0033,1239,1066,0
2025-01-01,2025,1,KBS,VOD,제주어 드라마 어멍의 바당,T2018-0690,412,354,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 드라마 스페셜(알젠타를 찾아서),T2015-0033,2466,2121,0
2025-01-01,2025,1,KBS,VOD,한입드라마 - 남자 이야기,T2009-0092,252,217,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 드라마 스페셜(낯선 동화),T2015-0033,2310,1987,0
2025-01-01,2025,1,KBS,VOD,뮤지컬 드라마 조선미인별전,T2017-1188,2633,2264,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 드라마 스페셜(계약의 사내),T2015-0033,2891,2486,0
2025-01-01,2025,1,KBS,VOD,한입드라마 - 헬로 애기씨,T2007-0073,626,538,0
2025-01-01,2025,1,KBS,VOD,2015 KBS 드라마 스페셜(아비),T2015-0033,4438,3817,0
2025-01-01,2025,1,KBS,VOD,신년 특집 미리보는 대하드라마 장영실,T2015-0768,1224,1053,0
