기준월,년,월,콘텐츠구분,서비스 형태,프로그램 제목,프로그램 코드,매출,KBS저작권료,외부저작권료
2025-03-01,2025,3,KBS,SVOD,2020 KBS 시청자 포럼,T2020-1426,0,0,0
2025-03-01,2025,3,KBS,SVOD,KBS 기술강국 프로젝트 중견만리 시즌2,T2019-0269,0,0,0
2025-03-01,2025,3,KBS,SVOD,특집 다큐멘터리 바이러스의 희생자들,T2021-0024,0,0,0
2025-03-01,2025,3,KBS,SVOD,2022 설 대기획 여러분 고맙습니다 송해,T2021-0603,3536,3041,0
2025-03-01,2025,3,KBS,SVOD,2022 설 특집 다큐 2부작,T2021-0605,0,0,0
2025-03-01,2025,3,KBS,SVOD,2022 신년특집다큐 거대한 균열 2부작,T2021-0536,0,0,0
2025-03-01,2025,3,KBS,SVOD,2022 신년기획 4부작 다음이 온다,T2021-0563,111,95,0
2025-03-01,2025,3,KBS,SVOD,KBS 베이징동계올림픽 명장면,AG2022-0001,0,0,0
2025-03-01,2025,3,KBS,SVOD,설 특집 한국인의 오래된 밥집,T2021-0580,5420,4661,0
2025-03-01,2025,3,KBS,SVOD,추석특집 新농가월령가,T2016-0546,0,0,0
2025-03-01,2025,3,KBS,SVOD,동물극장 단짝,T2021-0575,91069,78319,0
2025-03-01,2025,3,KBS,SVOD,신사와 아가씨,T2021-0241,2518179,2165634,0
2025-03-01,2025,3,KBS,SVOD,"[감독판] 미안하다, 사랑한다 2024",T2004-0922,803094,690661,0
2025-03-01,2025,3,KBS,SVOD,"미안하다, 사랑한다 (4K)",T2004-0922,959102,824828,0
2025-03-01,2025,3,KBS,SVOD,겨울연가 (4K),T2002-0011,1014758,872692,0
2025-03-01,2025,3,KBS,SVOD,꽃보다 남자 (4K),T2008-0981,3570440,3070578,0
2025-03-01,2025,3,KBS,SVOD,쾌걸춘향 (4K),T2004-1143,1411453,1213850,0
2025-03-01,2025,3,KBS,SVOD,KBS 드라마 스페셜 2011,AG2024-0013,67639,58170,0
2025-03-01,2025,3,KBS,SVOD,KBS 드라마 스페셜 2012,AG2024-0014,56219,48348,0
2025-03-01,2025,3,KBS,SVOD,KBS 드라마 스페셜 2013,CA2013-0015,36269,31191,0
2025-03-01,2025,3,KBS,SVOD,대추나무 사랑걸렸네,T2000-0104,1370854,1178934,0
2025-03-01,2025,3,KBS,SVOD,사랑을 위하여,P008465,68374,58802,0
2025-03-01,2025,3,KBS,SVOD,수상한 그녀,T2024-0655,11536376,9921283,0
2025-03-01,2025,3,KBS,SVOD,신데렐라 게임,T2024-0435,82898841,71293003,0
2025-03-01,2025,3,KBS,SVOD,KBS 드라마 스페셜 2024,T2024-0377,478122,236431,203202
2025-03-01,2025,3,KBS,SVOD,결혼하자 맹꽁아!,T2024-0360,41370424,35578565,0
2025-03-01,2025,3,KBS,SVOD,조선로코: 녹두전,T2019-0066,803168,690724,0
2025-03-01,2025,3,KBS,SVOD,개소리,T2024-0471,3050562,2623483,0
2025-03-01,2025,3,KBS,SVOD,다리미 패밀리,T2024-0283,8772538,3319529,4912621
2025-03-01,2025,3,KBS,SVOD,풀하우스 (4K),T2004-0496,1151419,990220,0
2025-03-01,2025,3,KBS,SVOD,창공,P014455,15042,12936,0
2025-03-01,2025,3,KBS,SVOD,결혼해주세요,T2010-0538,80732,69430,0
2025-03-01,2025,3,KBS,SVOD,완벽한 가족,T2024-0449,422646,363476,0
2025-03-01,2025,3,KBS,SVOD,스캔들,T2024-0274,666182,572917,0
2025-03-01,2025,3,KBS,SVOD,아내,T2002-0832,251166,216003,0
2025-03-01,2025,3,KBS,SVOD,위대한 유산,T2006-0204,45278,38939,0
2025-03-01,2025,3,KBS,SVOD,왕도,P011874,25604,22019,0
2025-03-01,2025,3,KBS,SVOD,춘향전,P014862,7062,6073,0
2025-03-01,2025,3,KBS,SVOD,바람의 아들,P007409,117373,100941,0
2025-03-01,2025,3,KBS,SVOD,진주 목걸이,T2003-0893,30707,26408,0
2025-03-01,2025,3,KBS,SVOD,함부로 대해줘,T2024-0032,237732,171738,38037
2025-03-01,2025,3,KBS,SVOD,203 특별수사대,T2002-0210,47757,41071,0
2025-03-01,2025,3,KBS,SVOD,김구,P004464,5803,4991,0
2025-03-01,2025,3,KBS,SVOD,보통의 연애,T2012-0058,10956,9422,0
2025-03-01,2025,3,KBS,SVOD,수지맞은 우리,T2023-0449,819632,704884,0
2025-03-01,2025,3,KBS,SVOD,아이 엠 샘,T2007-0426,35103,30189,0
2025-03-01,2025,3,KBS,SVOD,파트너,T2009-0348,91098,78344,0
2025-03-01,2025,3,KBS,SVOD,멱살 한번 잡힙시다,T2023-0292,369864,318083,0
2025-03-01,2025,3,KBS,SVOD,미녀와 순정남,T2023-0415,830983,307655,473245
2025-03-01,2025,3,KBS,SVOD,어여쁜 당신,T2004-1172,59805,51432,0
2025-03-01,2025,3,KBS,SVOD,열여덟 스물아홉,T2005-0059,19854,17074,0
2025-03-01,2025,3,KBS,SVOD,푸른 안개,T2001-0128,17550,15093,0
2025-03-01,2025,3,KBS,SVOD,피도 눈물도 없이,T2023-0373,284299,244497,0
2025-03-01,2025,3,KBS,SVOD,별난 여자 별난 남자,T2005-0533,100018,86015,0
2025-03-01,2025,3,KBS,SVOD,사랑을 믿어요,T2010-1508,216606,186281,0
2025-03-01,2025,3,KBS,SVOD,장녹수,P013326,95144,81824,0
2025-03-01,2025,3,KBS,SVOD,KBS 드라마 스페셜 2023,T2023-0162,226281,194602,0
2025-03-01,2025,3,KBS,SVOD,아가씨를 부탁해,T2009-0469,254467,218842,0
2025-03-01,2025,3,KBS,SVOD,환상연가,T2023-0186,766422,659123,0
2025-03-01,2025,3,KBS,SVOD,혼례대첩,T2023-0022,909498,836738,0
2025-03-01,2025,3,KBS,SVOD,RNA,T2000-0489,44282,38083,0
2025-03-01,2025,3,KBS,SVOD,고려 거란 전쟁,T2022-0152,1248665,0,0
2025-03-01,2025,3,KBS,SVOD,아빠 셋 엄마 하나,T2008-0142,48684,41868,0
2025-03-01,2025,3,KBS,SVOD,열아홉 순정,T2006-0206,3715289,3195149,0
2025-03-01,2025,3,KBS,SVOD,우당탕탕 패밀리,T2023-0205,255707,219908,0
2025-03-01,2025,3,KBS,SVOD,효심이네 각자도생,T2023-0153,409127,351849,0
2025-03-01,2025,3,KBS,SVOD,바람의 나라,T2008-0714,842922,724913,0
2025-03-01,2025,3,KBS,SVOD,우아한 제국,T2023-0090,206222,177351,0
2025-03-01,2025,3,KBS,SVOD,미워도 다시 한 번 2009,T2008-0773,57308,49285,0
2025-03-01,2025,3,KBS,SVOD,사랑은 이런 거야,T2001-0916,69251,59556,0
2025-03-01,2025,3,KBS,SVOD,사랑하세요?,T1999-0028,43569,37469,0
2025-03-01,2025,3,KBS,SVOD,순정복서,T2022-0819,80797,69485,0
2025-03-01,2025,3,KBS,SVOD,머나먼 나라,P006690,76479,65772,0
2025-03-01,2025,3,KBS,SVOD,슬픔이여 안녕,T2005-0186,66960,57586,0
2025-03-01,2025,3,KBS,SVOD,초대,P014686,40884,35160,0
2025-03-01,2025,3,KBS,SVOD,폭풍 속으로,AG2023-0008,56323,48438,0
2025-03-01,2025,3,KBS,SVOD,하늬바람,KM2022030008,10835,9318,0
2025-03-01,2025,3,KBS,SVOD,가슴이 뛴다,T2022-0915,566760,521419,0
2025-03-01,2025,3,KBS,SVOD,수상한 삼형제,T2009-0520,1293692,1112575,0
2025-03-01,2025,3,KBS,SVOD,고독,T2002-0697,12899,11093,0
2025-03-01,2025,3,KBS,SVOD,금쪽같은 내 새끼,T2004-0500,116210,99941,0
2025-03-01,2025,3,KBS,SVOD,순정,T2001-0690,9766,8399,0
2025-03-01,2025,3,KBS,SVOD,천사의 키스,KM2013120032,37779,32490,0
2025-03-01,2025,3,KBS,SVOD,UHD로 만나는 TV문학관,T2023-0027,66452,57149,0
2025-03-01,2025,3,KBS,SVOD,금이야 옥이야,T2023-0002,202584,174222,0
2025-03-01,2025,3,KBS,SVOD,진짜가 나타났다,T2022-0892,694345,597137,0
2025-03-01,2025,3,KBS,SVOD,KBS 드라마 스페셜 2010,T2010-0337,112512,96760,0
2025-03-01,2025,3,KBS,SVOD,비밀의 여자,T2022-0913,338480,291093,0
2025-03-01,2025,3,KBS,SVOD,오아시스,T2022-0867,3274683,2816227,0
2025-03-01,2025,3,KBS,SVOD,국제 에미상 수상 기념 연모 스페셜,T2022-0933,9937,8546,0
2025-03-01,2025,3,KBS,SVOD,두뇌공조,T2022-0611,819994,705195,0
2025-03-01,2025,3,KBS,SVOD,"어쩌다 마주친, 그대",T2022-0048,2756967,2370992,0
2025-03-01,2025,3,KBS,SVOD,KBS 드라마 스페셜 2022,T2022-0202,119853,103074,0
2025-03-01,2025,3,KBS,SVOD,커튼콜,T2022-0718,146465,125960,0
2025-03-01,2025,3,KBS,SVOD,내 눈에 콩깍지,T2022-0665,366704,315365,0
2025-03-01,2025,3,KBS,SVOD,삼남매가 용감하게,T2022-0151,396284,340804,0
2025-03-01,2025,3,KBS,SVOD,제주어 드라마 저승차사 강림,T2022-0669,122957,105743,0
2025-03-01,2025,3,KBS,SVOD,태풍의 신부,T2022-0690,369904,318117,0
2025-03-01,2025,3,KBS,SVOD,가시나무새,T2011-0036,58122,49985,0
2025-03-01,2025,3,KBS,SVOD,법대로 사랑하라,T2022-0095,904523,777890,0
2025-03-01,2025,3,KBS,SVOD,붉은 단심,T2021-0367,520986,448048,0
2025-03-01,2025,3,KBS,SVOD,연모,T2021-0216,960547,826070,0
2025-03-01,2025,3,KBS,SVOD,대하드라마 태종 이방원,T2021-0263,5817197,4072038,0
2025-03-01,2025,3,KBS,SVOD,남자이야기,T2009-0092,80078,68867,0
2025-03-01,2025,3,KBS,SVOD,미스터 굿바이,T2006-0192,86892,74727,0
2025-03-01,2025,3,KBS,SVOD,성장드라마 반올림 2,T2005-0096,321228,276256,0
2025-03-01,2025,3,KBS,SVOD,얼렁뚱땅 흥신소,T2007-0593,66188,56922,0
2025-03-01,2025,3,KBS,SVOD,당신이 소원을 말하면,T2022-0637,764277,0,0
2025-03-01,2025,3,KBS,SVOD,미남당,T2022-0090,964051,829084,0
2025-03-01,2025,3,KBS,SVOD,크레이지 러브,T2021-0526,0,0,0
2025-03-01,2025,3,KBS,SVOD,징크스의 연인,T2022-0091,160072,36817,115252
2025-03-01,2025,3,KBS,SVOD,황금가면,T2022-0051,367990,316471,0
2025-03-01,2025,3,KBS,SVOD,현재는 아름다워,T2021-0534,516586,444264,0
2025-03-01,2025,3,KBS,SVOD,으라차차 내 인생,T2022-0019,289821,249246,0
2025-03-01,2025,3,KBS,SVOD,하늘만큼 땅만큼,T2006-1072,344411,296193,0
2025-03-01,2025,3,KBS,SVOD,너에게 가는 속도 493Km,T2021-0320,591212,508442,0
2025-03-01,2025,3,KBS,SVOD,일일드라마 빨강 구두,T2021-0212,219924,189135,0
2025-03-01,2025,3,KBS,SVOD,학교 2021,T2021-0297,1760166,1513743,0
2025-03-01,2025,3,KBS,SVOD,태양의 후예,T2015-0294,11131500,3829236,6678900
2025-03-01,2025,3,KBS,SVOD,김과장,T2016-0796,7106981,6112004,0
2025-03-01,2025,3,KBS,SVOD,사랑의 꽈배기,T2021-0427,174972,150476,0
2025-03-01,2025,3,KBS,SVOD,일일연속극 국가대표 와이프,T2021-0257,105829,91013,0
2025-03-01,2025,3,KBS,SVOD,구르미 그린 달빛,T2016-0418,2097846,1804148,0
2025-03-01,2025,3,KBS,SVOD,내 딸 서영이,T2012-0574,2711844,2332186,0
2025-03-01,2025,3,KBS,SVOD,대조영,T2006-0272,4370863,3758942,0
2025-03-01,2025,3,KBS,SVOD,"쌈, 마이웨이",T2017-0174,3305954,2843120,0
2025-03-01,2025,3,KBS,SVOD,정도전,T2013-0183,1883636,1619927,0
2025-03-01,2025,3,KBS,SVOD,부부클리닉 사랑과 전쟁,T2000-0046,5601897,4817631,0
2025-03-01,2025,3,KBS,SVOD,흑기사,T2017-0896,981250,843875,0
2025-03-01,2025,3,KBS,SVOD,엄마가 뿔났다,T2007-0907,3428174,2948230,0
2025-03-01,2025,3,KBS,SVOD,수목 드라마 동백꽃 필 무렵,T2019-0104,4020976,3458039,0
2025-03-01,2025,3,KBS,SVOD,달리와 감자탕,T2021-0098,219725,188964,0
2025-03-01,2025,3,KBS,SVOD,금토드라마 고백부부,T2017-0708,1679176,1444091,0
2025-03-01,2025,3,KBS,SVOD,연애의 발견,T2014-0369,771254,663278,0
2025-03-01,2025,3,KBS,SVOD,태조 왕건,T2000-0112,6733171,5790527,0
2025-03-01,2025,3,KBS,SVOD,꽃보다 남자,T2008-0981,942339,0,0
2025-03-01,2025,3,KBS,SVOD,한 번 다녀왔습니다,T2019-0420,4194374,3607162,0
2025-03-01,2025,3,KBS,SVOD,사랑과 전쟁 2,T2011-0928,2221030,1910086,0
2025-03-01,2025,3,KBS,SVOD,KBS 드라마 스페셜 2021,T2021-0238,116096,99843,0
2025-03-01,2025,3,KBS,SVOD,왕가네 식구들,T2013-0392,2825249,2429714,0
2025-03-01,2025,3,KBS,SVOD,웃어라 동해야,T2010-1088,6499632,5589684,0
2025-03-01,2025,3,KBS,SVOD,특별기획 대하드라마 광개토태왕,T2011-0306,2821078,2426127,0
2025-03-01,2025,3,KBS,SVOD,오케이 광자매,T2020-1563,870069,748259,0
2025-03-01,2025,3,KBS,SVOD,용의눈물,P011965,2971073,2555123,0
2025-03-01,2025,3,KBS,SVOD,황금빛 내 인생,T2017-0621,1749180,1504295,0
2025-03-01,2025,3,KBS,SVOD,함부로 애틋하게,T2015-0738,1108464,619632,387962
2025-03-01,2025,3,KBS,SVOD,아이리스,T2009-0602,1799518,0,0
2025-03-01,2025,3,KBS,SVOD,수목 드라마 닥터 프리즈너,T2018-0663,2912304,2504581,0
2025-03-01,2025,3,KBS,SVOD,부모님 전상서,T2004-0881,1832604,1576039,0
2025-03-01,2025,3,KBS,SVOD,대박부동산,T2020-1639,1060599,912115,0
2025-03-01,2025,3,KBS,SVOD,추노,T2009-0897,1154835,993158,0
2025-03-01,2025,3,KBS,SVOD,대왕 세종,T2007-0415,2293966,1972811,0
2025-03-01,2025,3,KBS,SVOD,드림하이1,T2011-0004,771262,663285,0
2025-03-01,2025,3,KBS,SVOD,드림하이2,T2011-1138,391674,336840,0
2025-03-01,2025,3,KBS,SVOD,주말 드라마 하나뿐인 내편,T2018-0465,3133230,2694578,0
2025-03-01,2025,3,KBS,SVOD,겨울 연가,T2002-0011,491134,422375,0
2025-03-01,2025,3,KBS,SVOD,프로듀사,T2015-0165,1221503,1050493,0
2025-03-01,2025,3,KBS,SVOD,화랑,T2016-0151,3083805,2652072,0
2025-03-01,2025,3,KBS,SVOD,아버지가 이상해,T2017-0043,1773365,1525094,0
2025-03-01,2025,3,KBS,SVOD,넝쿨째 굴러온 당신,T2011-1071,3143929,2703779,0
2025-03-01,2025,3,KBS,SVOD,학교 2013,T2012-0618,831055,714707,0
2025-03-01,2025,3,KBS,SVOD,빛나라 은수,T2016-0674,460507,396036,0
2025-03-01,2025,3,KBS,SVOD,패밀리,T2012-0491,1775633,1527044,0
2025-03-01,2025,3,KBS,SVOD,불멸의이순신,T2004-0084,2165760,1862554,0
2025-03-01,2025,3,KBS,SVOD,힐러,T2014-0658,1814424,1560405,0
2025-03-01,2025,3,KBS,SVOD,7일의 왕비,T2017-0270,408895,351650,0
2025-03-01,2025,3,KBS,SVOD,쾌도 홍길동,T2007-0888,713459,613575,0
2025-03-01,2025,3,KBS,SVOD,암행어사,T2020-0441,1085498,933528,0
2025-03-01,2025,3,KBS,SVOD,착한남자,T2012-0480,643076,553045,0
2025-03-01,2025,3,KBS,SVOD,동네변호사 조들호,T2016-0050,1782891,1533286,0
2025-03-01,2025,3,KBS,SVOD,아이가 다섯,T2015-0770,1809598,1556254,0
2025-03-01,2025,3,KBS,SVOD,오 마이 비너스,T2015-0607,417217,358807,0
2025-03-01,2025,3,KBS,SVOD,일일드라마 미스 몬테크리스토,T2020-1631,206137,177278,0
2025-03-01,2025,3,KBS,SVOD,굿닥터,T2013-0278,2340351,2012702,0
2025-03-01,2025,3,KBS,SVOD,그들이 사는 세상,T2008-0628,0,0,0
2025-03-01,2025,3,KBS,SVOD,공주의 남자,T2011-0323,690122,593505,0
2025-03-01,2025,3,KBS,SVOD,가족끼리 왜이래,T2014-0506,1029527,885393,0
2025-03-01,2025,3,KBS,SVOD,오! 삼광빌라!,T2020-0370,744365,640154,0
2025-03-01,2025,3,KBS,SVOD,포도밭 그 사나이,T2006-0642,905827,779011,0
2025-03-01,2025,3,KBS,SVOD,무인시대,T2003-0209,1653883,1422339,0
2025-03-01,2025,3,KBS,SVOD,일일드라마 비밀의 남자,T2020-0412,563516,484624,0
2025-03-01,2025,3,KBS,SVOD,최고다 이순신,T2013-0017,432414,371876,0
2025-03-01,2025,3,KBS,SVOD,미우나 고우나,T2007-0485,583308,501645,0
2025-03-01,2025,3,KBS,SVOD,성균관 스캔들,T2010-0874,0,0,0
2025-03-01,2025,3,KBS,SVOD,수목 드라마 슈츠,T2018-0113,0,0,0
2025-03-01,2025,3,KBS,SVOD,후아유-학교 2015,T2015-0154,682457,586913,0
2025-03-01,2025,3,KBS,SVOD,장희빈,T2002-0738,722094,621001,0
2025-03-01,2025,3,KBS,SVOD,월계수 양복점 신사들,T2016-0409,687625,591358,0
2025-03-01,2025,3,KBS,SVOD,"미안하다,사랑한다",T2004-0922,163922,140973,0
2025-03-01,2025,3,KBS,SVOD,그저 바라보다가,KM2013070003,377161,324358,0
2025-03-01,2025,3,KBS,SVOD,한명회,P016385,557786,479696,0
2025-03-01,2025,3,KBS,SVOD,비밀,T2013-0417,849786,730816,0
2025-03-01,2025,3,KBS,SVOD,달이 뜨는 강,T2021-0001,946735,0,757388
2025-03-01,2025,3,KBS,SVOD,월화드라마 국민 여러분,T2018-0692,313612,152519,136264
2025-03-01,2025,3,KBS,SVOD,너를기억해,T2015-0092,748123,418201,261843
2025-03-01,2025,3,KBS,SVOD,쾌걸춘향-홍자매작품,T2004-1143,175698,151100,0
2025-03-01,2025,3,KBS,SVOD,소문난 칠공주,T2006-0099,944086,811914,0
2025-03-01,2025,3,KBS,SVOD,해신,T2004-0134,1242078,1068187,0
2025-03-01,2025,3,KBS,SVOD,수목드라마 추리의 여왕2,T2017-1190,1210255,1040819,0
2025-03-01,2025,3,KBS,SVOD,왕과 비,T1999-0038,705491,606722,0
2025-03-01,2025,3,KBS,SVOD,뻐꾸기둥지,T2014-0237,171386,147392,0
2025-03-01,2025,3,KBS,SVOD,추리의 여왕,T2017-0166,1337516,1150264,0
2025-03-01,2025,3,KBS,SVOD,풀하우스,T2004-0496,297355,255725,0
2025-03-01,2025,3,KBS,SVOD,황진이,T2006-0756,466113,400857,0
2025-03-01,2025,3,KBS,SVOD,일일 드라마 이름없는 여자,T2017-0239,437897,376591,0
2025-03-01,2025,3,KBS,SVOD,마녀의 법정,T2017-0742,832014,715532,0
2025-03-01,2025,3,KBS,SVOD,매드독,T2017-0728,1422120,1223023,0
2025-03-01,2025,3,KBS,SVOD,토지,T2003-0916,438320,376955,0
2025-03-01,2025,3,KBS,SVOD,수목드라마 오늘의 탐정,T2018-0238,481340,413952,0
2025-03-01,2025,3,KBS,SVOD,공항 가는 길,T2016-0455,361292,310711,0
2025-03-01,2025,3,KBS,SVOD,천명,T2013-0098,221930,190860,0
2025-03-01,2025,3,KBS,SVOD,거상 김만덕,T2010-0120,335288,288348,0
2025-03-01,2025,3,KBS,SVOD,징비록,T2014-0560,428741,368717,0
2025-03-01,2025,3,KBS,SVOD,파랑새는 있다,KM2013110015,607096,522103,0
2025-03-01,2025,3,KBS,SVOD,수목 드라마 저스티스,T2019-0065,502048,431761,0
2025-03-01,2025,3,KBS,SVOD,"수목 드라마 단, 하나의 사랑",T2019-0029,319688,274932,0
2025-03-01,2025,3,KBS,SVOD,금토드라마 최고의 한방,T2017-0353,420370,0,315278
2025-03-01,2025,3,KBS,SVOD,일일드라마 여자의 비밀,T2016-0419,213535,183640,0
2025-03-01,2025,3,KBS,SVOD,각시탈,T2011-1061,391782,336933,0
2025-03-01,2025,3,KBS,SVOD,학교 2017,T2017-0497,501583,431361,0
2025-03-01,2025,3,KBS,SVOD,근초고왕,T2010-1244,740735,637032,0
2025-03-01,2025,3,KBS,SVOD,제빵왕 김탁구,T2010-0501,940688,808992,0
2025-03-01,2025,3,KBS,SVOD,전우,T2010-0526,345857,297437,0
2025-03-01,2025,3,KBS,SVOD,월화드라마 라디오 로맨스,T2017-1189,239830,206254,0
2025-03-01,2025,3,KBS,SVOD,이미테이션,T2021-0165,290581,249900,0
2025-03-01,2025,3,KBS,SVOD,세상에서 제일 예쁜 내 딸,T2019-0024,487335,419108,0
2025-03-01,2025,3,KBS,SVOD,월화 드라마 동네변호사 조들호2 - 죄와 벌,T2018-0662,857753,424159,364545
2025-03-01,2025,3,KBS,SVOD,천추태후,T2008-0992,801385,689191,0
2025-03-01,2025,3,KBS,SVOD,첫사랑,T2000-0516,334978,288081,0
2025-03-01,2025,3,KBS,SVOD,일일연속극 속아도 꿈결,T2020-1626,138724,119303,0
2025-03-01,2025,3,KBS,SVOD,제국의 아침,T2002-0079,352816,303422,0
2025-03-01,2025,3,KBS,SVOD,발칙하게 고고,T2015-0536,326176,280511,0
2025-03-01,2025,3,KBS,SVOD,멀리서 보면 푸른 봄,T2021-0247,245975,0,196780
2025-03-01,2025,3,KBS,SVOD,본 어게인,T2020-0004,215548,185371,0
2025-03-01,2025,3,KBS,SVOD,전우치,T2012-0717,448720,0,314104
2025-03-01,2025,3,KBS,SVOD,장밋빛 인생,T2005-0492,285858,245838,0
2025-03-01,2025,3,KBS,SVOD,며느리 전성시대,T2007-0403,94924,81635,0
2025-03-01,2025,3,KBS,SVOD,장사의 신 - 객주 2015,T2015-0471,884278,760479,0
2025-03-01,2025,3,KBS,SVOD,TV소설 삼생이,T2012-0829,1785573,1535593,0
2025-03-01,2025,3,KBS,SVOD,신데렐라 언니,T2010-0141,0,0,0
2025-03-01,2025,3,KBS,SVOD,대하드라마 장영실,T2015-0141,247380,212747,0
2025-03-01,2025,3,KBS,SVOD,전원드라마<산 너머 남촌에는 2>,T2012-0376,445773,383365,0
2025-03-01,2025,3,KBS,SVOD,가을동화,T2000-0035,915156,787034,0
2025-03-01,2025,3,KBS,SVOD,달자의 봄,T2006-1053,234051,201284,0
2025-03-01,2025,3,KBS,SVOD,금토드라마 최강 배달꾼,T2017-0369,333069,286439,0
2025-03-01,2025,3,KBS,SVOD,공부의 신,T2009-0852,300123,258106,0
2025-03-01,2025,3,KBS,SVOD,일일드라마 우아한 모녀,T2019-0241,387623,333356,0
2025-03-01,2025,3,KBS,SVOD,명성황후,T2001-0184,692097,-15901810,276839
2025-03-01,2025,3,KBS,SVOD,부탁해요 엄마,T2015-0247,359476,309149,0
2025-03-01,2025,3,KBS,SVOD,사랑은 뷰티풀 인생은 원더풀,T2019-0196,346094,297641,0
2025-03-01,2025,3,KBS,SVOD,월화 드라마 너도 인간이니?,T2017-0653,2597085,2233493,0
2025-03-01,2025,3,KBS,SVOD,블러드,T2014-0680,560473,482007,0
2025-03-01,2025,3,KBS,SVOD,뷰티풀 마인드,T2016-0150,442012,380130,0
2025-03-01,2025,3,KBS,SVOD,우리집에 사는 남자,T2016-0535,252430,217090,0
2025-03-01,2025,3,KBS,SVOD,TV소설 그 여자의 바다,T2016-0922,234911,202023,0
2025-03-01,2025,3,KBS,SVOD,일일드라마 천상의 약속,T2015-0769,599943,515951,0
2025-03-01,2025,3,KBS,SVOD,참 좋은 시절,T2013-0764,193874,166732,0
2025-03-01,2025,3,KBS,SVOD,상어,T2013-0193,741845,637987,0
2025-03-01,2025,3,KBS,SVOD,월화 드라마 우리가 만난 기적,T2018-0138,0,0,0
2025-03-01,2025,3,KBS,SVOD,안녕? 나야!,T2020-0442,177790,152899,0
2025-03-01,2025,3,KBS,SVOD,경성스캔들,T2007-0288,351149,301988,0
2025-03-01,2025,3,KBS,SVOD,TV소설 꽃피어라 달순아,T2017-0536,157671,135597,0
2025-03-01,2025,3,KBS,SVOD,태양의 여자,T2008-0426,167183,143777,0
2025-03-01,2025,3,KBS,SVOD,조선총잡이,T2014-0095,207424,178385,0
2025-03-01,2025,3,KBS,SVOD,TV소설 별이 되어 빛나리,T2015-0411,323576,278275,0
2025-03-01,2025,3,KBS,SVOD,다시보는 불멸의 이순신,T2014-0608,277850,238951,0
2025-03-01,2025,3,KBS,SVOD,월화드라마 빅,T2012-0222,218018,187495,0
2025-03-01,2025,3,KBS,SVOD,대왕의 꿈,T2011-0743,243257,209201,0
2025-03-01,2025,3,KBS,SVOD,서울 1945,T2005-0665,207479,178432,0
2025-03-01,2025,3,KBS,SVOD,젊은이의 양지,T2001-0995,250395,215340,0
2025-03-01,2025,3,KBS,SVOD,일일연속극 누가 뭐래도,T2020-0416,178703,153685,0
2025-03-01,2025,3,KBS,SVOD,그래도 푸르른 날에,T2014-0972,297303,255681,0
2025-03-01,2025,3,KBS,SVOD,노란 손수건,T2003-0035,204976,176279,0
2025-03-01,2025,3,KBS,SVOD,TV소설 파도야 파도야,T2018-0009,285059,245151,0
2025-03-01,2025,3,KBS,SVOD,일말의 순정,T2013-0026,126307,108624,0
2025-03-01,2025,3,KBS,SVOD,최강칠우,T2008-0446,0,0,0
2025-03-01,2025,3,KBS,SVOD,도도솔솔라라솔,T2020-0176,323701,278383,0
2025-03-01,2025,3,KBS,SVOD,야망의 전설,P011010,175498,150928,0
2025-03-01,2025,3,KBS,SVOD,드라마 스페셜 화이트 크리스마스,T2010-1796,71542,61526,0
2025-03-01,2025,3,KBS,SVOD,마왕,T2007-0092,1625182,1397657,0
2025-03-01,2025,3,KBS,SVOD,서궁,I2014-0036,125401,107845,0
2025-03-01,2025,3,KBS,SVOD,일일연속극 내일도 맑음,T2018-0177,199949,171956,0
2025-03-01,2025,3,KBS,SVOD,포레스트,T2020-0009,108063,0,82668
2025-03-01,2025,3,KBS,SVOD,종이학,T2003-0938,118170,101626,0
2025-03-01,2025,3,KBS,SVOD,TV소설 순금의 땅,T2013-0563,222141,191041,0
2025-03-01,2025,3,KBS,SVOD,KBS 드라마 스페셜 2020,T2020-0349,48703,41885,0
2025-03-01,2025,3,KBS,SVOD,TV소설 내 마음의 꽃비,T2015-0808,313763,269836,0
2025-03-01,2025,3,KBS,SVOD,내일은 사랑,P005079,97800,84108,0
2025-03-01,2025,3,KBS,SVOD,TV소설 일편단심 민들레,T2014-0488,202225,173914,0
2025-03-01,2025,3,KBS,SVOD,무궁화 꽃이 피었습니다,T2017-0170,211986,182308,0
2025-03-01,2025,3,KBS,SVOD,백희가 돌아왔다,T2016-0386,172418,148279,0
2025-03-01,2025,3,KBS,SVOD,일일드라마 끝까지 사랑,T2018-0426,268325,230760,0
2025-03-01,2025,3,KBS,SVOD,수목 드라마 난폭한 로맨스,T2011-0995,131331,112945,0
2025-03-01,2025,3,KBS,SVOD,일일연속극 꽃길만 걸어요,T2019-0245,161570,138950,0
2025-03-01,2025,3,KBS,SVOD,부활,T2005-0187,219364,188653,0
2025-03-01,2025,3,KBS,SVOD,일일 드라마 다시 첫사랑,T2016-0673,351215,302045,0
2025-03-01,2025,3,KBS,SVOD,월화드라마 최고의 이혼,T2018-0479,121737,51300,62086
2025-03-01,2025,3,KBS,SVOD,일일드라마 위험한 약속,T2020-0016,308007,264886,0
2025-03-01,2025,3,KBS,SVOD,수목 드라마 왜그래 풍상씨,T2018-0611,159785,137415,0
2025-03-01,2025,3,KBS,SVOD,영혼수선공,T2019-0480,270784,232874,0
2025-03-01,2025,3,KBS,SVOD,월화 드라마 너의 노래를 들려줘,T2019-0145,142552,122595,0
